10700;#doc=Derevnya.2.txt;;;;;;;;;;;;;;;
10991;50;39;39;NONLEX;;;;;;;;;NUM;39;NUM - - -;
10992;51;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
10993;52;те;“џ;SPRO sg 2p - gen distort;;;е;т;;;;;A;“ќ“;A - nom pl plen - -;
10994;53;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
10995;54;#;#;PUNC;;;;;;;;;PUNC;#;PUNC;
10996;55;39;39;NONLEX;;;;;;;;;NUM;39;NUM - - -;
10997;56;";";";";SENT;;;;;;;;;SENT;";";SENT;
10998;;;;;;;;;;;;;;;;
10999;1;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
11000;2;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;
11001;3;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
11002;4;тебе;“џ;SPRO sg 2p - gen;;;е;б;е;т;;;SPRO;“џ;SPRO sg 2p - loc;
11003;5;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
11004;6;lt;LT;NONLEX;;;;;;;;;NONLEX;LT;NONLEX;
11005;7;";";";";SENT;;;;;;;;;SENT;";";SENT;
11006;;;;;;;;;;;;;;;;
11007;1;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11008;2;distinct;DISTINCT;NONLEX;;;;;;;;;NONLEX;DISTINCT;NONLEX;
11009;3;&;&;PUNC;;;;;;;;;PUNC;&;PUNC;
11010;4;gt;GT;NONLEX;;;;;;;;;NONLEX;GT;NONLEX;
11011;5;";";";";PUNC;;;;;;;;;PUNC;";";PUNC;
11012;6;хочетс€;’ќ“≈“№—я;V ipf praes - indic med- -;;;€;с;т;е;ч;о;V;’ќ“≈“№—я;V ipf praes - indic - -;
11013;7;прыгать;ѕ–џ√ј“№;V ipf - - inf - -;;;ь;т;а;г;ы;р;V;ѕ–џ√ј“№;V ipf - - inf - -;
11014;8;бегать;Ѕ≈√ј“№;V ipf - - inf - -;;;ь;т;а;г;е;б;V;Ѕ≈√ј“№;V ipf - - inf - -;
11015;9;там;“јћ;PART;;;м;а;т;;;;ADV;“јћ;ADV -;
11016;10;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11017;11;сходить;—’ќƒ»“№;V ipf - - inf - -;;;ь;т;и;д;о;х;V;—’ќƒ»“№;V ipf - - inf - -;
11018;12;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
11019;13;компы; ќћѕ;S m inan acc pl;;;ы;п;м;о;к;;S; ќћѕ;S m inan acc pl;
11020;14;пострел€ть;ѕќ—“–≈Ћя“№;V pf - - inf - -;;;ь;т;€;л;е;р;V;ѕќ—“–≈Ћя“№;V pf - - inf - -;
11021;15;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11022;16;там;“јћ;PART;;;м;а;т;;;;ADV;“јћ;ADV -;
11023;17;с;—;PR;;;с;;;;;;PR;—;PR;
11024;18;собакой;—ќЅј ј;S f anim ins sg;;;й;о;к;а;б;о;S;—ќЅј ј;S f anim ins sg;
11025;19;погул€ть;ѕќ√”Ћя“№;V pf - - inf - -;;;ь;т;€;л;у;г;V;ѕќ√”Ћя“№;V pf - - inf - -;
11026;20;ну;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART;
11027;21;что-нибудь;„“ќ-Ќ»Ѕ”ƒ№;S n - nom sg;;;ь;д;у;б;и;н;S;„“ќ-Ќ»Ѕ”ƒ№;S n - nom sg;
11028;22;такое;“ј ќ…;A - nom sg plen n -;;;е;о;к;а;т;;A;“ј ќ…;A - nom sg plen n -;
11029;23;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11030;24;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11031;25;¬от;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
11032;26;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11033;27;ты;“џ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;
11034;28;едешь;≈’ј“№;V ipf praes sg indic - 2p;;;ь;ш;е;д;е;;V;≈’ј“№;V ipf praes sg indic - 2p;
11035;29;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11036;30;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11037;31;тут;“”“;PART;;;т;у;т;;;;ADV;“”“;ADV -;
11038;32;видишь;¬»ƒ≈“№;V ipf praes sg indic - 2p;;;ь;ш;и;д;и;в;V;¬»ƒ≈“№;V ipf praes sg indic - 2p;
11039;33;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
11040;34;дороге;ƒќ–ќ√ј;S f inan loc sg;;;е;г;о;р;о;д;S;ƒќ–ќ√ј;S f inan dat sg;
11041;35;наконец;Ќј ќЌ≈÷;ADV слитно;;;ц;е;н;о;к;а;ADV;Ќј ќЌ≈÷;ADV -;
11042;36;-;-;PUNC;;;;;;;;;PUNC;-;PUNC;
11043;37;то;“ќ;ADV;;;о;т;;;;;CONJ;“ќ;CONJ;
11044;38;эту;Ё“ќ“;A - acc sg plen f -;;;у;т;э;;;;A;Ё“ќ“;A - acc sg plen f -;
11045;39;табличку;“јЅЋ»„ ј;S f inan acc sg;;;у;к;ч;и;л;б;S;“јЅЋ»„ ј;S f inan acc sg;
11046;40;Ђ;Ђ;PUNC;;;;;;;;;PUNC;Ђ;PUNC;
11047;41;Ѕигильдино;Ѕ»√»Ћ№ƒ»Ќќ;S n inan nonflex nonflex;;;о;н;и;д;ь;л;S;Ѕ»√»Ћ№ƒ»Ќќ;S f inan nonflex nonflex;
11048;42;ї;ї;PUNC;;;;;;;;;PUNC;ї;PUNC;
11049;43;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11050;44;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11051;45;ты;“џ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;
11052;46;вот;¬ќ“;PART слитно;;;т;о;в;;;;PART;¬ќ“;PART;
11053;47;так;“ј ;PART- слитно;;;к;а;т;;;;ADV;“ј ;ADV -;
11054;48;вот;¬ќ“;PART слитно;;;т;о;в;;;;PART;¬ќ“;PART;
11055;49;проезжаешь;ѕ–ќ≈«∆ј“№;V ipf praes sg indic - 2p;;;ь;ш;е;а;ж;з;V;ѕ–ќ≈«∆ј“№;V ipf praes sg indic - 2p;
11056;50;по;ѕќ;PR;;;о;п;;;;;PR;ѕќ;PR;
11057;51;ней;ќЌј;SPRO sg 3p f loc;;;й;е;н;;;;SPRO;ќЌј;SPRO sg 3p f loc;
11058;52;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11059;53;видишь;¬»ƒ≈“№;V ipf praes sg indic - 2p;;;ь;ш;и;д;и;в;V;¬»ƒ≈“№;V ipf praes sg indic - 2p;
11060;54;знакомых;«Ќј ќћџ…;A - acc pl plen - -;;;х;ы;м;о;к;а;A;«Ќј ќћџ…;A - gen pl plen - -;
11061;55;людей;„≈Ћќ¬≈ ;S m anim acc pl;;;й;е;д;ю;л;;S;„≈Ћќ¬≈ ;S m anim gen pl;
11062;56;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11063;57;знакомые;«Ќј ќћџ…;S m anim acc pl;;;е;ы;м;о;к;а;S;«Ќј ќћџ…;S m anim nom pl;
11064;58;какие-то; ј ќ…-“ќ;A - acc pl plen - -;;;о;т;;е;и;к;A; ј ќ…-“ќ;A - nom pl plen - -;
11065;59;ландшафты;ЋјЌƒЎј‘“;S m inan acc pl;;;ы;т;ф;а;ш;д;S;ЋјЌƒЎј‘“;S m inan nom pl;
11066;60;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11067;61;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11068;62;»;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11069;63;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
11070;64;ты;“џ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;
11071;65;проезжаешь;ѕ–ќ≈«∆ј“№;V ipf praes sg indic - 2p;;;ь;ш;е;а;ж;з;V;ѕ–ќ≈«∆ј“№;V ipf praes sg indic - 2p;
11072;66;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11073;67;тебе;“џ;SPRO sg 2p - dat;;;е;б;е;т;;;SPRO;“џ;SPRO sg 2p - loc;
11074;68;так;“ј ;ADV -;;;к;а;т;;;;ADV;“ј ;ADV -;
11075;69;все;¬—≈;S - - nom pl;;;е;с;в;;;;S;¬—≈;S - - nom pl;
11076;70;машут;ћј’ј“№;V ipf praes pl indic - 3p;;;т;у;ш;а;м;;V;ћј’ј“№;V ipf praes pl indic - 3p;
11077;71;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11078;72;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11079;73;»;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11080;74;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
11081;75;ты;“џ;SPRO sg 2p - nom;;;ы;т;;;;;SPRO;“џ;SPRO sg 2p - nom;
11082;76;заезжаешь;«ј≈«∆ј“№;V ipf praes sg indic - 2p;;;ь;ш;е;а;ж;з;V;«ј≈«∆ј“№;V ipf praes sg indic - 2p;
11083;77;во;¬ќ;PR;;;о;в;;;;;PR;¬ќ;PR;
11084;78;двор;ƒ¬ќ–;S m inan acc sg;;;р;о;в;д;;;S;ƒ¬ќ–;S m inan acc sg;
11085;79;с;—;PR;;;с;;;;;;PR;—;PR;
11086;80;быстро;Ѕџ—“–ќ;ADV -;;;о;р;т;с;ы;б;ADV;Ѕџ—“–ќ;ADV -;
11087;81;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11088;82;мельком;ћ≈Ћ№ ќћ;ADV -;;;м;о;к;ь;л;е;ADV;ћ≈Ћ№ ќћ;ADV -;
11089;83;здороваешьс€;«ƒќ–ќ¬ј“№—я;V ipf praes sg indic med - 2p;;;€;с;ь;ш;е;а;V;«ƒќ–ќ¬ј“№—я;V ipf praes sg indic - 2p;
11090;84;с;—;PR;;;с;;;;;;PR;—;PR;
11091;85;бабушкой;ЅјЅ”Ў ј;S f anim ins sg;;;й;о;к;ш;у;б;S;ЅјЅ”Ў ј;S f anim ins sg;
11092;86;-;-;PUNC;;;;;;;;;PUNC;-;PUNC;
11093;87;дедушкой;ƒ≈ƒ”Ў ј;S m anim ins sg;;;й;о;к;ш;у;д;S;ƒ≈ƒ”Ў ј;S m anim ins sg;
11094;88;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11095;89;бежишь;Ѕ≈∆ј“№;V ipf praes sg indic - 2p;;;ь;ш;и;ж;е;б;V;Ѕ≈∆ј“№;V ipf praes sg indic - 2p;
11096;90;к; ;PR;;;к;;;;;;PR; ;PR;
11097;91;своим;—¬ќ…;A - dat pl plen m -;;;м;и;о;в;с;;A;—¬ќ…;A - ins sg plen m -;
11098;92;пацанам;ѕј÷јЌ;S m anim dat pl;;;м;а;н;а;ц;а;S;ѕј÷јЌ;S m anim dat pl;
11099;93;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11100;94;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11101;95;Ќу;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART;
11102;96;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ;
11103;97;мы;ћџ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;
11104;98;там;“јћ;ADV -;;;м;а;т;;;;ADV;“јћ;ADV -;
11105;99;обычно;ќЅџ„Ќќ;ADV -;;;о;н;ч;ы;б;о;ADV;ќЅџ„Ќќ;ADV -;
11106;100;делали;ƒ≈Ћј“№;V ipf praet pl indic - -;;;и;л;а;л;е;д;V;ƒ≈Ћј“№;V ipf praet pl indic - -;
11107;101;?;?;SENT;;;;;;;;;SENT;?;SENT;
11108;;;;;;;;;;;;;;;;
11109;1;ћы;ћџ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;
11110;2;гул€ли;√”Ћя“№;V ipf praet pl indic - -;;;и;л;€;л;у;г;V;√”Ћя“№;V ipf praet pl indic - -;
11111;3;катались; ј“ј“№—я;V ipf praet pl indic med- -;;;ь;с;и;л;а;т;V; ј“ј“№—я;V ipf praet pl indic - -;
11112;4;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
11113;5;велосипедах;¬≈Ћќ—»ѕ≈ƒ;S m inan loc pl;;;х;а;д;е;п;и;S;¬≈Ћќ—»ѕ≈ƒ;S m inan loc pl;
11114;6;играли;»√–ј“№;V ipf praet pl indic - -;;;и;л;а;р;г;и;V;»√–ј“№;V ipf praet pl indic - -;
11115;7;в;¬;PR;;;в;;;;;;PR;¬;PR;
11116;8;такие;“ј ќ…;A - acc pl plen - inan;;;е;и;к;а;т;;A;“ј ќ…;A - acc pl plen - inan;
11117;9;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11118;10;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11119;11;такую;“ј ќ…;A - acc sg plen f -;;;ю;у;к;а;т;;A;“ј ќ…;A - acc sg plen f -;
11120;12;игру;»√–ј;S f inan acc sg;;;у;р;г;и;;;S;»√–ј;S f inan acc sg;
11121;13;как; ј ;CONJ;;;к;а;к;;;;CONJ; ј ;CONJ;
11122;14;Ђ;Ђ;PUNC;;;;;;;;;PUNC;Ђ;PUNC;
11123;15;менты;ћ≈Ќ“;S m anim nom pl;;;ы;т;н;е;м;;S;ћ≈Ќ“;S m anim nom pl;
11124;16;ї;ї;PUNC;;;;;;;;;PUNC;ї;PUNC;
11125;17;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11126;18;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11127;19;ѕрекрасна€;ѕ–≈ –ј—Ќџ…;A - nom sg plen f -;;;€;а;н;с;а;р;A;ѕ–≈ –ј—Ќџ…;A - nom sg plen f -;
11128;20;велосипедна€;¬≈Ћќ—»ѕ≈ƒЌџ…;A - nom sg plen f -;;;€;а;н;д;е;п;A;¬≈Ћќ—»ѕ≈ƒЌџ…;A - nom sg plen f -;
11129;21;игра;»√–ј;S f inan nom sg;;;а;р;г;и;;;S;»√–ј;S f inan nom sg;
11130;22;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11131;23;люди;„≈Ћќ¬≈ ;S m anim nom pl;;;и;д;ю;л;;;S;„≈Ћќ¬≈ ;S m anim nom pl;
11132;24;дел€тс€;ƒ≈Ћ»“№—я;V ipf praes pl indic med - 3p;;;€;с;т;€;л;е;V;ƒ≈Ћ»“№—я;V ipf praes pl indic - 3p;
11133;25;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
11134;26;бандитов;ЅјЌƒ»“;S m anim acc pl;;;в;о;т;и;д;н;S;ЅјЌƒ»“;S m anim gen pl;
11135;27;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11136;28;собственно;—ќЅ—“¬≈ЌЌќ;ADV -;;;о;н;н;е;в;т;ADV;—ќЅ—“¬≈ЌЌќ;ADV -;
11137;29;ментов;ћ≈Ќ“;S m anim acc pl;;;в;о;т;н;е;м;S;ћ≈Ќ“;S m anim gen pl;
11138;30;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11139;31;то есть;то есть;-;;;ь;т;с;е; ;о;-;то есть;-;
11140;32;полицейских;ѕќЋ»÷≈…— »…;S m anim acc pl;;;х;и;к;с;й;е;S;ѕќЋ»÷≈…— »…;S m anim gen pl;
11141;33;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11142;34;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11143;35;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11144;36;одни;ќƒ»Ќ;A - nom pl plen - -;;;и;н;д;о;;;A;ќƒ»Ќ;A - nom pl plen - -;
11145;37;должны;ƒќЋ∆Ќџ…;A - - pl brev - -;;;ы;н;ж;л;о;д;A;ƒќЋ∆Ќџ…;A - - pl brev - -;
11146;38;были;Ѕџ“№;V ipf praet pl indic - -;;;и;л;ы;б;;;V;Ѕџ“№;V ipf praet pl indic - -;
11147;39;ловить;Ћќ¬»“№;V ipf - - inf - -;;;ь;т;и;в;о;л;V;Ћќ¬»“№;V ipf - - inf - -;
11148;40;других;ƒ–”√ќ…;A - acc pl plen - anim;;;х;и;г;у;р;д;A;ƒ–”√ќ…;A - acc pl plen - anim;
11149;41;но;Ќќ;CONJ;;;о;н;;;;;CONJ;Ќќ;CONJ;
11150;42;так как;так как;CONJ;;;к;а;к; ;к;а;ZERO;так как;ZERO;
11151;43;правила;ѕ–ј¬»Ћќ;S n inan nom pl;;;а;л;и;в;а;р;S;ѕ–ј¬»Ћќ;S n inan nom pl;
11152;44;пои...;ѕќ»ћ ј;S f inan gen sg distort;;;;;;и;о;п;V;ѕќ»“№...;V ipf - sg imper - 2p;
11153;45;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11154;46;правила;ѕ–ј¬»Ћќ;S n inan nom pl;;;а;л;и;в;а;р;S;ѕ–ј¬»Ћќ;S n inan nom pl;
11155;47;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11156;48;задержани€;«јƒ≈–∆јЌ»≈;S n inan gen sg;;;€;и;н;а;ж;р;S;«јƒ≈–∆јЌ»≈;S n inan gen sg;
11157;49;не;Ќ≈;PART;;;е;н;;;;;PART;Ќ≈;PART;
11158;50;было;Ѕџ“№;V ipf praet sg indic n -;;;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;
11159;51;строгого;—“–ќ√»…;A - gen sg plen m -;;;о;г;о;г;о;р;A;—“–ќ√»…;A - gen sg plen m -;
11160;52;,;,;PUNC;;;;;;;;;PUNC;,;PUNC;
11161;53;всЄ;¬—≈;S n - nom sg;;;Є;с;в;;;;S;¬—≈;S n - nom sg;
11162;54;сводилось;—¬ќƒ»“№—я;V ipf praet sg indic med n -;;;ь;с;о;л;и;д;V;—¬ќƒ»“№—я;V ipf praet sg indic n -;
11163;55;к; ;PR;;;к;;;;;;PR; ;PR;
11164;56;тому;“ќ;S n - dat sg;;;у;м;о;т;;;S;“ќ;S n - dat sg;
11165;57;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11166;58;что;„“ќ;CONJ;;;о;т;ч;;;;CONJ;„“ќ;CONJ;
11167;59;нужно;Ќ”∆Ќќ;ADV -;;;о;н;ж;у;н;;ADV;Ќ”∆Ќќ;ADV -;
11168;60;опрокинуть;ќѕ–ќ »Ќ”“№;V pf - - inf - -;;;ь;т;у;н;и;к;V;ќѕ–ќ »Ќ”“№;V pf - - inf - -;
11169;61;человека;„≈Ћќ¬≈ ;S m anim acc sg;;;а;к;е;в;о;л;S;„≈Ћќ¬≈ ;S m anim acc sg;
11170;62;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
11171;63;велосипеде;¬≈Ћќ—»ѕ≈ƒ;S m inan loc sg;;;е;д;е;п;и;с;S;¬≈Ћќ—»ѕ≈ƒ;S m inan loc sg;
11172;64;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11173;65;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11174;66;Ёто;Ё“ќ;S n - nom sg;;;о;т;э;;;;S;Ё“ќ;S n - nom sg;
11175;67;было;Ѕџ“№;V ipf praet sg indic n -;;;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;
11176;68;прекрасно;ѕ–≈ –ј—Ќџ…;A - - sg brev n -;;;о;н;с;а;р;к;A;ѕ–≈ –ј—Ќџ…;A - - sg brev n -;
11177;69;потому что;потому что;CONJ;;;о;т;ч; ;у;м;ZERO;потому что;ZERO;
11178;70;мы;ћџ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;
11179;71;играли;»√–ј“№;V ipf praet pl indic - -;;;и;л;а;р;г;и;V;»√–ј“№;V ipf praet pl indic - -;
11180;72;около;ќ ќЋќ;PR;;;о;л;о;к;о;;PR;ќ ќЋќ;PR;
11181;73;школы;Ў ќЋј;S f inan gen sg;;;ы;л;о;к;ш;;S;Ў ќЋј;S f inan gen sg;
11182;74;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11183;75;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11184;76;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
11185;77;только;“ќЋ№ ќ;PART;;;о;к;ь;л;о;т;PART;“ќЋ№ ќ;PART;
11186;78;там;“јћ;ADV -;;;м;а;т;;;;ADV;“јћ;ADV -;
11187;79;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11188;80;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
11189;81;проезжей;ѕ–ќ≈«∆»…;A - loc sg plen f -;;;й;е;ж;з;е;о;A;ѕ–ќ≈«∆»…;A - dat sg plen f -;
11190;82;части;„ј—“№;S f inan loc sg;;;и;т;с;а;ч;;S;„ј—“№;S f inan dat sg;
11191;83;был;Ѕџ“№;V ipf praet sg indic m -;;;л;ы;б;;;;V;Ѕџ“№;V ipf praet sg indic m -;
11192;84;асфальт;ј—‘јЋ№“;S m inan nom sg;;;т;ь;л;а;ф;с;S;ј—‘јЋ№“;S m inan acc sg;
11193;85;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11194;86;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11195;87;“ам;“јћ;PART;;;м;а;т;;;;PART;“јћ;PART;
11196;88;был;Ѕџ“№;V ipf praet sg indic m -;;;л;ы;б;;;;V;Ѕџ“№;V ipf praet sg indic m -;
11197;89;такой...;“ј ќ…...;A - nom sg plen m -;;;;;;й;о;к;A;“ј ќ…...;A - loc sg plen f -;
11198;90;несколько;Ќ≈— ќЋ№ ќ;NUM - - -;;;о;к;ь;л;о;к;NUM;Ќ≈— ќЋ№ ќ;NUM - - -;
11199;91;аллей;јЋЋ≈я;S f inan gen pl;;;й;е;л;л;а;;S;јЋЋ≈я;S f inan gen pl;
11200;92;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11201;93;по;ѕќ;PR;;;о;п;;;;;PR;ѕќ;PR;
11202;94;бокам;Ѕќ ;S m inan dat pl;;;м;а;к;о;б;;S;Ѕќ ;S m inan dat pl;
11203;95;которых; ќ“ќ–џ…;A - gen pl plen - -;;;х;ы;р;о;т;о;A; ќ“ќ–џ…;A - gen pl plen - -;
11204;96;были;Ѕџ“№;V ipf praet pl indic - -;;;и;л;ы;б;;;V;Ѕџ“№;V ipf praet pl indic - -;
11205;97;терновые;“≈–Ќќ¬џ…;A - nom pl plen - -;;;е;ы;в;о;н;р;A;“≈–Ќќ¬џ…;A - nom pl plen - -;
11206;98;кусты; ”—“;S m inan nom pl;;;ы;т;с;у;к;;S; ”—“;S m inan nom pl;
11207;99;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11208;100;а;ј;CONJ;;;а;;;;;;S;ј;S - - nonflex nonflex;
11209;101;in;IN;PR слитно anom;;;;;;;;;NONLEX;IN;NONLEX;
11210;102;front;FRONT;PR слитно anom;;;;;;;;;NONLEX;FRONT;NONLEX;
11211;103;of;OF;PR слитно anom;;;;;;;;;NONLEX;OF;NONLEX;
11212;104;были;Ѕџ“№;V ipf praet pl indic - -;;;и;л;ы;б;;;V;Ѕџ“№;V ipf praet pl indic - -;
11213;105;барбарисы;Ѕј–Ѕј–»—;S m inan nom pl;;;ы;с;и;р;а;б;S;Ѕј–Ѕј–»—;S m inan acc pl;
11214;106;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11215;107;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11216;108;»;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11217;109;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
11218;110;так;“ј ;ADV -;;;к;а;т;;;;ADV;“ј ;ADV -;
11219;111;вот;¬ќ“;PART;;;т;о;в;;;;PART;¬ќ“;PART;
11220;112;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11221;113;ну;Ќ”;PART;;;у;н;;;;;PART;Ќ”;PART;
11222;114;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11223;115;много;ћЌќ√ќ;ADV -;;;о;г;о;н;м;;ADV;ћЌќ√ќ;ADV -;
11224;116;раз;–ј«;S m inan adnum sg;;;з;а;р;;;;S;–ј«;S m inan acc sg;
11225;117;€;я;SPRO sg 1p - nom;;;€;;;;;;SPRO;я;SPRO sg 1p - nom;
11226;118;улетал;”Ћ≈“ј“№;V ipf praet sg indic m -;;;л;а;т;е;л;у;V;”Ћ≈“ј“№;V ipf praet sg indic m -;
11227;119;в;¬;PR;;;в;;;;;;PR;¬;PR;
11228;120;эти;Ё“ќ“;A - acc pl plen - inan;;;и;т;э;;;;A;Ё“ќ“;A - acc pl plen - inan;
11229;121;терновые;“≈–Ќќ¬џ…;A - acc pl plen - inan;;;е;ы;в;о;н;р;A;“≈–Ќќ¬џ…;A - acc pl plen - inan;
11230;122;кусты; ”—“;S m inan acc pl;;;ы;т;с;у;к;;S; ”—“;S m inan acc pl;
11231;123;.;.;SENT;;;;;;;;;SENT;.;SENT;
11232;;;;;;;;;;;;;;;;
11233;1;Kирилл; »–»ЋЋ;S m anim pers nom sg;;;л;л;и;р;и;;S; »–»ЋЋ;S m anim nom sg;
11234;2;@;@;PUNC;;;;;;;;;PUNC;@;PUNC;
11235;3;≈ще;≈ў≈;ADV -;;;е;щ;е;;;;ADV;≈ў≈;ADV -;
11236;4;играли;»√–ј“№;V ipf praet pl indic - -;;;и;л;а;р;г;и;V;»√–ј“№;V ipf praet pl indic - -;
11237;5;в;¬ ќ—Ќќ¬Ќќћ;ADV слитно;;;в;;;;;;PR;¬;PR;
11238;6;основном;¬ ќ—Ќќ¬Ќќћ;ADV;;;м;о;н;в;о;н;A;ќ—Ќќ¬Ќќ…;A - loc sg plen m -;
11239;7;в;¬;PR;;;в;;;;;;PR;¬;PR;
11240;8;навес;Ќј¬≈—;S m inan acc sg;;;с;е;в;а;н;;S;Ќј¬≈—;S m inan acc sg;
11241;9;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11242;10;мы;ћџ;SPRO pl 1p - nom;;;ы;м;;;;;SPRO;ћџ;SPRO pl 1p - nom;
11243;11;просто;ѕ–ќ—“ќ;PART;;;о;т;с;о;р;п;ADV;ѕ–ќ—“ќ;ADV -;
11244;12;сто€ли;—“ќя“№;V ipf praet pl indic - -;;;и;л;€;о;т;с;V;—“ќя“№;V ipf praet pl indic - -;
11245;13;на;Ќј;PR;;;а;н;;;;;PR;Ќј;PR;
11246;14;какой-то; ј ќ…-“ќ;A - loc sg plen f -;;;о;т;;й;о;к;A; ј ќ…-“ќ;A - loc sg plen f -;
11247;15;площадке;ѕЋќўјƒ ј;S f inan loc sg;;;е;к;д;а;щ;о;S;ѕЋќўјƒ ј;S f inan loc sg;
11248;16;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11249;17;круглой; –”√Ћџ…;A - loc sg plen f -;;;й;о;л;г;у;р;A; –”√Ћџ…;A - gen sg plen f -;
11250;18;/;/;PUNC;;;;;;;;;PUNC;/;PUNC;
11251;19;и;»;CONJ;;;и;;;;;;CONJ;»;CONJ;
11252;20;там;“јћ;ADV -;;;м;а;т;;;;ADV;“јћ;ADV -;
11253;21;было;Ѕџ“№;V ipf praet sg indic n -;;;о;л;ы;б;;;V;Ѕџ“№;V ipf praet sg indic n -;
